project_id,task_id,template_id,task_name,start_date,end_date,owner,location,status,risk,sla_due,dependency
PROJ-00126,TASK-000450,TEMPLATE-009,Power Backup Setup - Handover,2024-12-15,2024-12-21,Olivia Moore,Chennai,Not Started,High,2024-12-24,TASK-000449
PROJ-00127,TASK-000451,TEMPLATE-003,Site Acceptance Test - Survey,2025-06-17,2025-06-18,Allison Daugherty,Delhi,Completed,High,2025-06-21,TASK-000450
PROJ-00127,TASK-000452,TEMPLATE-003,Site Acceptance Test - Excavation,2025-06-17,2025-06-18,Alexandra Blackwell,Mumbai,Not Started,Low,2025-06-21,TASK-000451
PROJ-00127,TASK-000453,TEMPLATE-003,Site Acceptance Test - Cable Laying,2025-06-17,2025-06-19,Sara Hart,Delhi,Delayed,High,2025-06-21,TASK-000452
PROJ-00128,TASK-000454,TEMPLATE-001,5G Tower Installation - Survey,2025-04-05,2025-04-07,Mark Gillespie,Hyderabad,Completed,High,2025-04-09,TASK-000453
PROJ-00128,TASK-000455,TEMPLATE-001,5G Tower Installation - Excavation,2025-04-05,2025-04-07,Richard Nichols,Bangalore,In Progress,High,2025-04-09,TASK-000454
PROJ-00128,TASK-000456,TEMPLATE-001,5G Tower Installation - Cable Laying,2025-04-05,2025-04-07,Mrs. Renee Guzman,Chennai,Delayed,Low,2025-04-09,TASK-000455
PROJ-00128,TASK-000457,TEMPLATE-001,5G Tower Installation - Testing,2025-04-05,2025-04-06,Kayla Hansen,Delhi,Delayed,Medium,2025-04-09,TASK-000456
PROJ-00128,TASK-000458,TEMPLATE-001,5G Tower Installation - Handover,2025-04-05,2025-04-07,Barry Jenkins,Bangalore,In Progress,Medium,2025-04-09,TASK-000457
PROJ-00129,TASK-000459,TEMPLATE-010,Site Acceptance Test - Survey,2025-05-02,2025-05-05,Meredith Kim,Chennai,Completed,High,2025-05-14,TASK-000458
PROJ-00129,TASK-000460,TEMPLATE-010,Site Acceptance Test - Excavation,2025-05-02,2025-05-08,Rickey Turner,Bangalore,In Progress,Medium,2025-05-14,TASK-000459
PROJ-00129,TASK-000461,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-05-02,2025-05-11,John Bell Jr.,Hyderabad,Not Started,Medium,2025-05-14,TASK-000460
PROJ-00130,TASK-000462,TEMPLATE-004,Fiber Trenching - Survey,2025-06-25,2025-07-03,Steven Watson,Mumbai,Completed,Medium,2025-07-07,TASK-000461
PROJ-00130,TASK-000463,TEMPLATE-004,Fiber Trenching - Excavation,2025-06-25,2025-06-29,Tracy Scott,Delhi,Not Started,Low,2025-07-07,TASK-000462
PROJ-00130,TASK-000464,TEMPLATE-004,Fiber Trenching - Cable Laying,2025-06-25,2025-06-30,Paige Hoffman,Bangalore,Delayed,Low,2025-07-07,TASK-000463
PROJ-00131,TASK-000465,TEMPLATE-003,Site Acceptance Test - Survey,2025-01-15,2025-01-17,Frank Odom,Hyderabad,Completed,Low,2025-01-19,TASK-000464
PROJ-00131,TASK-000466,TEMPLATE-003,Site Acceptance Test - Excavation,2025-01-15,2025-01-16,Tamara Alvarez,Bangalore,Delayed,Medium,2025-01-19,TASK-000465
PROJ-00131,TASK-000467,TEMPLATE-003,Site Acceptance Test - Cable Laying,2025-01-15,2025-01-17,Corey Trujillo,Bangalore,Not Started,Low,2025-01-19,TASK-000466
PROJ-00132,TASK-000468,TEMPLATE-007,Site Acceptance Test - Survey,2024-07-05,2024-07-10,Crystal Lopez,Bangalore,In Progress,Low,2024-07-14,TASK-000467
PROJ-00132,TASK-000469,TEMPLATE-007,Site Acceptance Test - Excavation,2024-07-05,2024-07-10,Brianna Dixon,Chennai,Not Started,Low,2024-07-14,TASK-000468
PROJ-00132,TASK-000470,TEMPLATE-007,Site Acceptance Test - Cable Laying,2024-07-05,2024-07-08,Joseph Hall,Bangalore,Delayed,Medium,2024-07-14,TASK-000469
PROJ-00132,TASK-000471,TEMPLATE-007,Site Acceptance Test - Testing,2024-07-05,2024-07-10,Kimberly Marshall,Mumbai,Not Started,Medium,2024-07-14,TASK-000470
PROJ-00132,TASK-000472,TEMPLATE-007,Site Acceptance Test - Handover,2024-07-05,2024-07-07,Paul Garcia,Chennai,Completed,Medium,2024-07-14,TASK-000471
PROJ-00133,TASK-000473,TEMPLATE-006,Power Backup Setup - Survey,2024-10-18,2024-10-19,Joshua Kim,Bangalore,Not Started,High,2024-11-03,TASK-000472
PROJ-00133,TASK-000474,TEMPLATE-006,Power Backup Setup - Excavation,2024-10-18,2024-10-27,Sarah Chapman,Delhi,Completed,High,2024-11-03,TASK-000473
PROJ-00133,TASK-000475,TEMPLATE-006,Power Backup Setup - Cable Laying,2024-10-18,2024-10-23,Katherine Perry,Mumbai,Delayed,High,2024-11-03,TASK-000474
PROJ-00134,TASK-000476,TEMPLATE-008,Power Backup Setup - Survey,2024-12-15,2024-12-18,Julia Gardner,Chennai,Not Started,Low,2024-12-20,TASK-000475
PROJ-00134,TASK-000477,TEMPLATE-008,Power Backup Setup - Excavation,2024-12-15,2024-12-16,Kristine Edwards,Bangalore,Completed,Medium,2024-12-20,TASK-000476
PROJ-00134,TASK-000478,TEMPLATE-008,Power Backup Setup - Cable Laying,2024-12-15,2024-12-18,Joel Evans,Chennai,In Progress,Low,2024-12-20,TASK-000477
PROJ-00135,TASK-000479,TEMPLATE-010,Site Acceptance Test - Survey,2025-06-12,2025-06-21,Richard Brown,Bangalore,Not Started,Low,2025-06-24,TASK-000478
PROJ-00135,TASK-000480,TEMPLATE-010,Site Acceptance Test - Excavation,2025-06-12,2025-06-13,Carrie Mclaughlin,Delhi,Completed,Medium,2025-06-24,TASK-000479
PROJ-00135,TASK-000481,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-06-12,2025-06-21,Elizabeth Gates,Bangalore,In Progress,High,2025-06-24,TASK-000480
PROJ-00136,TASK-000482,TEMPLATE-009,Power Backup Setup - Survey,2025-01-19,2025-01-21,Amber Walker,Chennai,Completed,Low,2025-01-28,TASK-000481
PROJ-00136,TASK-000483,TEMPLATE-009,Power Backup Setup - Excavation,2025-01-19,2025-01-23,Victoria Yoder,Hyderabad,Completed,High,2025-01-28,TASK-000482
PROJ-00136,TASK-000484,TEMPLATE-009,Power Backup Setup - Cable Laying,2025-01-19,2025-01-22,David Johnson,Hyderabad,Delayed,High,2025-01-28,TASK-000483
PROJ-00136,TASK-000485,TEMPLATE-009,Power Backup Setup - Testing,2025-01-19,2025-01-24,Linda Park,Chennai,Delayed,Low,2025-01-28,TASK-000484
PROJ-00136,TASK-000486,TEMPLATE-009,Power Backup Setup - Handover,2025-01-19,2025-01-22,Angela Smith,Chennai,Not Started,Medium,2025-01-28,TASK-000485
PROJ-00137,TASK-000487,TEMPLATE-010,Site Acceptance Test - Survey,2025-01-16,2025-01-21,Raymond Martinez,Mumbai,Delayed,Medium,2025-01-28,TASK-000486
PROJ-00137,TASK-000488,TEMPLATE-010,Site Acceptance Test - Excavation,2025-01-16,2025-01-26,Wayne Carpenter,Hyderabad,In Progress,High,2025-01-28,TASK-000487
PROJ-00137,TASK-000489,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-01-16,2025-01-17,Daniel Brown,Hyderabad,Delayed,Low,2025-01-28,TASK-000488
PROJ-00138,TASK-000490,TEMPLATE-009,Power Backup Setup - Survey,2024-11-06,2024-11-12,Mr. Antonio Lopez,Hyderabad,Delayed,Low,2024-11-15,TASK-000489
PROJ-00138,TASK-000491,TEMPLATE-009,Power Backup Setup - Excavation,2024-11-06,2024-11-13,Corey Holland,Delhi,Not Started,High,2024-11-15,TASK-000490
PROJ-00138,TASK-000492,TEMPLATE-009,Power Backup Setup - Cable Laying,2024-11-06,2024-11-12,Sarah Williams,Mumbai,In Progress,Low,2024-11-15,TASK-000491
PROJ-00138,TASK-000493,TEMPLATE-009,Power Backup Setup - Testing,2024-11-06,2024-11-10,Carol Larsen,Chennai,Delayed,Low,2024-11-15,TASK-000492
PROJ-00138,TASK-000494,TEMPLATE-009,Power Backup Setup - Handover,2024-11-06,2024-11-10,Ashley Keller,Delhi,Delayed,High,2024-11-15,TASK-000493
PROJ-00139,TASK-000495,TEMPLATE-010,Site Acceptance Test - Survey,2025-06-22,2025-06-30,Alexander Castillo,Mumbai,In Progress,High,2025-07-04,TASK-000494
PROJ-00139,TASK-000496,TEMPLATE-010,Site Acceptance Test - Excavation,2025-06-22,2025-06-26,Justin Cook,Hyderabad,Completed,High,2025-07-04,TASK-000495
PROJ-00139,TASK-000497,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-06-22,2025-06-30,Joseph Price,Hyderabad,Delayed,Medium,2025-07-04,TASK-000496
PROJ-00140,TASK-000498,TEMPLATE-003,Site Acceptance Test - Survey,2024-10-25,2024-10-27,Beth Turner,Hyderabad,Completed,High,2024-10-29,TASK-000497
PROJ-00140,TASK-000499,TEMPLATE-003,Site Acceptance Test - Excavation,2024-10-25,2024-10-27,Lisa Johnson DDS,Chennai,Delayed,Low,2024-10-29,TASK-000498
PROJ-00140,TASK-000500,TEMPLATE-003,Site Acceptance Test - Cable Laying,2024-10-25,2024-10-26,Robert Ramirez,Chennai,Completed,Low,2024-10-29,TASK-000499
PROJ-00141,TASK-000501,TEMPLATE-005,RF Optimization - Survey,2024-12-28,2025-01-02,Traci Brown,Delhi,Delayed,Medium,2025-01-07,TASK-000500
PROJ-00141,TASK-000502,TEMPLATE-005,RF Optimization - Excavation,2024-12-28,2025-01-05,Victoria Ponce,Chennai,Completed,Medium,2025-01-07,TASK-000501
PROJ-00141,TASK-000503,TEMPLATE-005,RF Optimization - Cable Laying,2024-12-28,2024-12-30,Julia Manning,Hyderabad,Delayed,Medium,2025-01-07,TASK-000502
PROJ-00141,TASK-000504,TEMPLATE-005,RF Optimization - Testing,2024-12-28,2025-01-03,Kevin Odom,Delhi,Completed,Low,2025-01-07,TASK-000503
PROJ-00142,TASK-000505,TEMPLATE-005,RF Optimization - Survey,2024-10-24,2024-10-26,Lauren Sandoval,Chennai,Delayed,High,2024-11-03,TASK-000504
PROJ-00142,TASK-000506,TEMPLATE-005,RF Optimization - Excavation,2024-10-24,2024-10-29,James Nelson,Bangalore,In Progress,Low,2024-11-03,TASK-000505
PROJ-00142,TASK-000507,TEMPLATE-005,RF Optimization - Cable Laying,2024-10-24,2024-10-29,Elizabeth Johnson,Hyderabad,Completed,Low,2024-11-03,TASK-000506
PROJ-00142,TASK-000508,TEMPLATE-005,RF Optimization - Testing,2024-10-24,2024-10-26,Paul Little,Hyderabad,In Progress,Low,2024-11-03,TASK-000507
PROJ-00143,TASK-000509,TEMPLATE-001,5G Tower Installation - Survey,2025-01-25,2025-01-26,Jeremiah Evans,Delhi,Not Started,Low,2025-01-29,TASK-000508
PROJ-00143,TASK-000510,TEMPLATE-001,5G Tower Installation - Excavation,2025-01-25,2025-01-27,Jordan Cooper,Chennai,Delayed,Low,2025-01-29,TASK-000509
PROJ-00143,TASK-000511,TEMPLATE-001,5G Tower Installation - Cable Laying,2025-01-25,2025-01-26,Michael Munoz,Mumbai,In Progress,Medium,2025-01-29,TASK-000510
PROJ-00143,TASK-000512,TEMPLATE-001,5G Tower Installation - Testing,2025-01-25,2025-01-27,William Bailey,Bangalore,In Progress,Medium,2025-01-29,TASK-000511
PROJ-00143,TASK-000513,TEMPLATE-001,5G Tower Installation - Handover,2025-01-25,2025-01-27,Daniel Savage,Chennai,Not Started,Low,2025-01-29,TASK-000512
PROJ-00144,TASK-000514,TEMPLATE-010,Site Acceptance Test - Survey,2025-02-23,2025-02-27,Christopher Grimes,Hyderabad,Not Started,Low,2025-03-07,TASK-000513
PROJ-00144,TASK-000515,TEMPLATE-010,Site Acceptance Test - Excavation,2025-02-23,2025-03-02,William Hernandez,Delhi,Not Started,Medium,2025-03-07,TASK-000514
PROJ-00144,TASK-000516,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-02-23,2025-03-03,Joshua Wang,Delhi,Completed,Low,2025-03-07,TASK-000515
PROJ-00145,TASK-000517,TEMPLATE-001,5G Tower Installation - Survey,2024-12-28,2024-12-30,Michelle Bishop,Hyderabad,Not Started,Medium,2025-01-01,TASK-000516
PROJ-00145,TASK-000518,TEMPLATE-001,5G Tower Installation - Excavation,2024-12-28,2024-12-30,James Day,Bangalore,Delayed,Low,2025-01-01,TASK-000517
PROJ-00145,TASK-000519,TEMPLATE-001,5G Tower Installation - Cable Laying,2024-12-28,2024-12-30,Sarah Rose,Chennai,In Progress,Low,2025-01-01,TASK-000518
PROJ-00145,TASK-000520,TEMPLATE-001,5G Tower Installation - Testing,2024-12-28,2024-12-30,Scott Lane,Delhi,Delayed,High,2025-01-01,TASK-000519
PROJ-00145,TASK-000521,TEMPLATE-001,5G Tower Installation - Handover,2024-12-28,2024-12-30,Dawn Frey,Delhi,Not Started,High,2025-01-01,TASK-000520
PROJ-00146,TASK-000522,TEMPLATE-006,Power Backup Setup - Survey,2024-08-03,2024-08-16,Betty Davidson,Chennai,In Progress,Low,2024-08-19,TASK-000521
PROJ-00146,TASK-000523,TEMPLATE-006,Power Backup Setup - Excavation,2024-08-03,2024-08-13,Justin Erickson,Bangalore,Delayed,High,2024-08-19,TASK-000522
PROJ-00146,TASK-000524,TEMPLATE-006,Power Backup Setup - Cable Laying,2024-08-03,2024-08-09,Robert Walker,Mumbai,Delayed,High,2024-08-19,TASK-000523
PROJ-00147,TASK-000525,TEMPLATE-002,Fiber Trenching - Survey,2025-01-19,2025-01-22,Clarence Sanders,Delhi,Delayed,Medium,2025-02-03,TASK-000524
PROJ-00147,TASK-000526,TEMPLATE-002,Fiber Trenching - Excavation,2025-01-19,2025-01-23,Frank West,Mumbai,Completed,Medium,2025-02-03,TASK-000525
PROJ-00147,TASK-000527,TEMPLATE-002,Fiber Trenching - Cable Laying,2025-01-19,2025-01-23,Daryl Foster,Bangalore,Completed,Medium,2025-02-03,TASK-000526
PROJ-00148,TASK-000528,TEMPLATE-005,RF Optimization - Survey,2024-07-29,2024-07-30,Lori Mills,Chennai,Completed,High,2024-08-08,TASK-000527
PROJ-00148,TASK-000529,TEMPLATE-005,RF Optimization - Excavation,2024-07-29,2024-08-02,Johnny Davis,Mumbai,Not Started,Medium,2024-08-08,TASK-000528
PROJ-00148,TASK-000530,TEMPLATE-005,RF Optimization - Cable Laying,2024-07-29,2024-08-03,Michelle Griffin,Delhi,Delayed,High,2024-08-08,TASK-000529
PROJ-00148,TASK-000531,TEMPLATE-005,RF Optimization - Testing,2024-07-29,2024-08-03,Mr. Samuel Hall,Mumbai,Completed,Medium,2024-08-08,TASK-000530
PROJ-00149,TASK-000532,TEMPLATE-010,Site Acceptance Test - Survey,2025-01-19,2025-01-23,Alice Schultz,Delhi,In Progress,Medium,2025-01-31,TASK-000531
PROJ-00149,TASK-000533,TEMPLATE-010,Site Acceptance Test - Excavation,2025-01-19,2025-01-22,Amy Johnson,Bangalore,Completed,Medium,2025-01-31,TASK-000532
PROJ-00149,TASK-000534,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-01-19,2025-01-28,Colton Mcdonald DDS,Bangalore,In Progress,Low,2025-01-31,TASK-000533
PROJ-00150,TASK-000535,TEMPLATE-010,Site Acceptance Test - Survey,2025-02-08,2025-02-10,David Young,Hyderabad,Delayed,High,2025-02-20,TASK-000534
PROJ-00150,TASK-000536,TEMPLATE-010,Site Acceptance Test - Excavation,2025-02-08,2025-02-14,Madison Berry,Mumbai,Not Started,Low,2025-02-20,TASK-000535
PROJ-00150,TASK-000537,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-02-08,2025-02-17,Nicholas Jones,Hyderabad,In Progress,High,2025-02-20,TASK-000536
PROJ-00151,TASK-000538,TEMPLATE-009,Power Backup Setup - Survey,2025-01-14,2025-01-16,Timothy Wiley,Delhi,Completed,High,2025-01-23,TASK-000537
PROJ-00151,TASK-000539,TEMPLATE-009,Power Backup Setup - Excavation,2025-01-14,2025-01-18,Joshua Choi,Mumbai,In Progress,High,2025-01-23,TASK-000538
PROJ-00151,TASK-000540,TEMPLATE-009,Power Backup Setup - Cable Laying,2025-01-14,2025-01-19,Vincent Smith,Bangalore,Not Started,High,2025-01-23,TASK-000539
PROJ-00151,TASK-000541,TEMPLATE-009,Power Backup Setup - Testing,2025-01-14,2025-01-18,David Miller,Mumbai,Delayed,Low,2025-01-23,TASK-000540
PROJ-00151,TASK-000542,TEMPLATE-009,Power Backup Setup - Handover,2025-01-14,2025-01-19,Jordan Maldonado,Bangalore,Delayed,High,2025-01-23,TASK-000541
PROJ-00152,TASK-000543,TEMPLATE-001,5G Tower Installation - Survey,2025-01-16,2025-01-18,Shannon Collins,Chennai,Not Started,Medium,2025-01-20,TASK-000542
PROJ-00152,TASK-000544,TEMPLATE-001,5G Tower Installation - Excavation,2025-01-16,2025-01-18,Michael Bell,Mumbai,In Progress,High,2025-01-20,TASK-000543
PROJ-00152,TASK-000545,TEMPLATE-001,5G Tower Installation - Cable Laying,2025-01-16,2025-01-17,Michael Esparza,Mumbai,Delayed,Medium,2025-01-20,TASK-000544
PROJ-00152,TASK-000546,TEMPLATE-001,5G Tower Installation - Testing,2025-01-16,2025-01-17,Aaron Weaver,Hyderabad,Not Started,Low,2025-01-20,TASK-000545
PROJ-00152,TASK-000547,TEMPLATE-001,5G Tower Installation - Handover,2025-01-16,2025-01-18,Kelsey Flynn,Mumbai,Completed,Medium,2025-01-20,TASK-000546
PROJ-00153,TASK-000548,TEMPLATE-003,Site Acceptance Test - Survey,2025-06-06,2025-06-07,Donald Tapia,Bangalore,Completed,Medium,2025-06-10,TASK-000547
PROJ-00153,TASK-000549,TEMPLATE-003,Site Acceptance Test - Excavation,2025-06-06,2025-06-08,Travis Walton,Bangalore,Delayed,Low,2025-06-10,TASK-000548
PROJ-00153,TASK-000550,TEMPLATE-003,Site Acceptance Test - Cable Laying,2025-06-06,2025-06-07,Ashley Smith,Chennai,Not Started,Low,2025-06-10,TASK-000549
PROJ-00154,TASK-000551,TEMPLATE-009,Power Backup Setup - Survey,2025-03-19,2025-03-23,Joshua Davis,Hyderabad,In Progress,High,2025-03-28,TASK-000550
PROJ-00154,TASK-000552,TEMPLATE-009,Power Backup Setup - Excavation,2025-03-19,2025-03-21,Paul Rodriguez,Mumbai,Not Started,Medium,2025-03-28,TASK-000551
PROJ-00154,TASK-000553,TEMPLATE-009,Power Backup Setup - Cable Laying,2025-03-19,2025-03-23,Stacey Perkins,Hyderabad,Delayed,High,2025-03-28,TASK-000552
PROJ-00154,TASK-000554,TEMPLATE-009,Power Backup Setup - Testing,2025-03-19,2025-03-23,Jillian Eaton,Delhi,In Progress,Medium,2025-03-28,TASK-000553
PROJ-00154,TASK-000555,TEMPLATE-009,Power Backup Setup - Handover,2025-03-19,2025-03-22,Shelly Mccullough,Delhi,Completed,Low,2025-03-28,TASK-000554
PROJ-00155,TASK-000556,TEMPLATE-002,Fiber Trenching - Survey,2024-08-02,2024-08-03,Nicole Vasquez,Bangalore,Not Started,Low,2024-08-17,TASK-000555
PROJ-00155,TASK-000557,TEMPLATE-002,Fiber Trenching - Excavation,2024-08-02,2024-08-06,Michael Stewart,Mumbai,Not Started,High,2024-08-17,TASK-000556
PROJ-00155,TASK-000558,TEMPLATE-002,Fiber Trenching - Cable Laying,2024-08-02,2024-08-03,Elizabeth Ray,Bangalore,Not Started,Low,2024-08-17,TASK-000557
PROJ-00156,TASK-000559,TEMPLATE-001,5G Tower Installation - Survey,2024-12-20,2024-12-22,Kimberly Aguirre,Bangalore,In Progress,High,2024-12-24,TASK-000558
PROJ-00156,TASK-000560,TEMPLATE-001,5G Tower Installation - Excavation,2024-12-20,2024-12-21,Cindy Smith,Mumbai,In Progress,High,2024-12-24,TASK-000559
PROJ-00156,TASK-000561,TEMPLATE-001,5G Tower Installation - Cable Laying,2024-12-20,2024-12-22,Daniel Gray,Delhi,Completed,High,2024-12-24,TASK-000560
PROJ-00156,TASK-000562,TEMPLATE-001,5G Tower Installation - Testing,2024-12-20,2024-12-22,Michael Jones,Delhi,Completed,Low,2024-12-24,TASK-000561
PROJ-00156,TASK-000563,TEMPLATE-001,5G Tower Installation - Handover,2024-12-20,2024-12-21,Erica Peterson,Bangalore,Completed,Medium,2024-12-24,TASK-000562
PROJ-00157,TASK-000564,TEMPLATE-001,5G Tower Installation - Survey,2024-10-05,2024-10-06,Ryan Hernandez,Bangalore,Delayed,Low,2024-10-09,TASK-000563
PROJ-00157,TASK-000565,TEMPLATE-001,5G Tower Installation - Excavation,2024-10-05,2024-10-07,Sandra Jimenez,Bangalore,Completed,High,2024-10-09,TASK-000564
PROJ-00157,TASK-000566,TEMPLATE-001,5G Tower Installation - Cable Laying,2024-10-05,2024-10-07,Mindy Wilson,Bangalore,In Progress,Medium,2024-10-09,TASK-000565
PROJ-00157,TASK-000567,TEMPLATE-001,5G Tower Installation - Testing,2024-10-05,2024-10-07,Juan Hoffman,Delhi,Delayed,Low,2024-10-09,TASK-000566
PROJ-00157,TASK-000568,TEMPLATE-001,5G Tower Installation - Handover,2024-10-05,2024-10-06,Amy Hill,Chennai,In Progress,Medium,2024-10-09,TASK-000567
PROJ-00158,TASK-000569,TEMPLATE-001,5G Tower Installation - Survey,2024-09-08,2024-09-10,Suzanne Miller,Bangalore,In Progress,Medium,2024-09-12,TASK-000568
PROJ-00158,TASK-000570,TEMPLATE-001,5G Tower Installation - Excavation,2024-09-08,2024-09-09,Brittany Campos,Chennai,In Progress,Medium,2024-09-12,TASK-000569
PROJ-00158,TASK-000571,TEMPLATE-001,5G Tower Installation - Cable Laying,2024-09-08,2024-09-09,Gabrielle Mcclain,Bangalore,Completed,Low,2024-09-12,TASK-000570
PROJ-00158,TASK-000572,TEMPLATE-001,5G Tower Installation - Testing,2024-09-08,2024-09-09,Johnathan Francis,Mumbai,Completed,Medium,2024-09-12,TASK-000571
PROJ-00158,TASK-000573,TEMPLATE-001,5G Tower Installation - Handover,2024-09-08,2024-09-09,Matthew Strong,Mumbai,In Progress,High,2024-09-12,TASK-000572
PROJ-00159,TASK-000574,TEMPLATE-009,Power Backup Setup - Survey,2025-02-01,2025-02-03,Mary Rowe,Bangalore,In Progress,Medium,2025-02-10,TASK-000573
PROJ-00159,TASK-000575,TEMPLATE-009,Power Backup Setup - Excavation,2025-02-01,2025-02-04,Robert Richardson,Mumbai,In Progress,Low,2025-02-10,TASK-000574
PROJ-00159,TASK-000576,TEMPLATE-009,Power Backup Setup - Cable Laying,2025-02-01,2025-02-07,Peter Parker,Mumbai,Delayed,Low,2025-02-10,TASK-000575
PROJ-00159,TASK-000577,TEMPLATE-009,Power Backup Setup - Testing,2025-02-01,2025-02-07,Kristina Davis,Hyderabad,In Progress,Medium,2025-02-10,TASK-000576
PROJ-00159,TASK-000578,TEMPLATE-009,Power Backup Setup - Handover,2025-02-01,2025-02-03,Miranda Norman,Hyderabad,Completed,Medium,2025-02-10,TASK-000577
PROJ-00160,TASK-000579,TEMPLATE-007,Site Acceptance Test - Survey,2024-11-02,2024-11-06,Frank Martinez,Hyderabad,Completed,Medium,2024-11-11,TASK-000578
PROJ-00160,TASK-000580,TEMPLATE-007,Site Acceptance Test - Excavation,2024-11-02,2024-11-05,Dominic Reeves,Chennai,Delayed,Medium,2024-11-11,TASK-000579
PROJ-00160,TASK-000581,TEMPLATE-007,Site Acceptance Test - Cable Laying,2024-11-02,2024-11-03,Daniel Smith,Bangalore,Completed,Low,2024-11-11,TASK-000580
PROJ-00160,TASK-000582,TEMPLATE-007,Site Acceptance Test - Testing,2024-11-02,2024-11-05,Alex Nguyen,Chennai,Delayed,Low,2024-11-11,TASK-000581
PROJ-00160,TASK-000583,TEMPLATE-007,Site Acceptance Test - Handover,2024-11-02,2024-11-07,Nathaniel Gray,Delhi,In Progress,Low,2024-11-11,TASK-000582
PROJ-00161,TASK-000584,TEMPLATE-005,RF Optimization - Survey,2024-12-27,2025-01-03,Lisa Sanchez,Chennai,In Progress,Low,2025-01-06,TASK-000583
PROJ-00161,TASK-000585,TEMPLATE-005,RF Optimization - Excavation,2024-12-27,2025-01-02,Elizabeth Morgan,Delhi,Delayed,High,2025-01-06,TASK-000584
PROJ-00161,TASK-000586,TEMPLATE-005,RF Optimization - Cable Laying,2024-12-27,2024-12-31,Amanda Foster,Bangalore,Completed,Medium,2025-01-06,TASK-000585
PROJ-00161,TASK-000587,TEMPLATE-005,RF Optimization - Testing,2024-12-27,2025-01-04,Tonya Rogers,Bangalore,Delayed,Low,2025-01-06,TASK-000586
PROJ-00162,TASK-000588,TEMPLATE-006,Power Backup Setup - Survey,2025-03-11,2025-03-14,Peter Davenport,Delhi,Delayed,Low,2025-03-27,TASK-000587
PROJ-00162,TASK-000589,TEMPLATE-006,Power Backup Setup - Excavation,2025-03-11,2025-03-20,David Smith,Mumbai,Not Started,Low,2025-03-27,TASK-000588
PROJ-00162,TASK-000590,TEMPLATE-006,Power Backup Setup - Cable Laying,2025-03-11,2025-03-25,Mark Becker,Mumbai,Not Started,Medium,2025-03-27,TASK-000589
PROJ-00163,TASK-000591,TEMPLATE-003,Site Acceptance Test - Survey,2024-12-17,2024-12-18,Paul Cole,Mumbai,In Progress,Low,2024-12-21,TASK-000590
PROJ-00163,TASK-000592,TEMPLATE-003,Site Acceptance Test - Excavation,2024-12-17,2024-12-18,Zachary Castillo,Hyderabad,Delayed,Medium,2024-12-21,TASK-000591
PROJ-00163,TASK-000593,TEMPLATE-003,Site Acceptance Test - Cable Laying,2024-12-17,2024-12-18,Stephen White,Hyderabad,Delayed,High,2024-12-21,TASK-000592
PROJ-00164,TASK-000594,TEMPLATE-008,Power Backup Setup - Survey,2025-03-13,2025-03-14,Mr. Victor Bryant DVM,Mumbai,Delayed,Low,2025-03-18,TASK-000593
PROJ-00164,TASK-000595,TEMPLATE-008,Power Backup Setup - Excavation,2025-03-13,2025-03-14,Patrick Smith,Hyderabad,Completed,High,2025-03-18,TASK-000594
PROJ-00164,TASK-000596,TEMPLATE-008,Power Backup Setup - Cable Laying,2025-03-13,2025-03-15,Joshua Hughes,Mumbai,Delayed,Low,2025-03-18,TASK-000595
PROJ-00165,TASK-000597,TEMPLATE-002,Fiber Trenching - Survey,2025-03-02,2025-03-04,Isaac Irwin,Hyderabad,In Progress,Low,2025-03-17,TASK-000596
PROJ-00165,TASK-000598,TEMPLATE-002,Fiber Trenching - Excavation,2025-03-02,2025-03-06,Erik Hayden,Hyderabad,Completed,Medium,2025-03-17,TASK-000597
PROJ-00165,TASK-000599,TEMPLATE-002,Fiber Trenching - Cable Laying,2025-03-02,2025-03-07,Patricia Thompson,Bangalore,Not Started,Medium,2025-03-17,TASK-000598
PROJ-00166,TASK-000600,TEMPLATE-007,Site Acceptance Test - Survey,2025-02-17,2025-02-21,Justin Jackson DDS,Hyderabad,In Progress,High,2025-02-26,TASK-000599
PROJ-00166,TASK-000601,TEMPLATE-007,Site Acceptance Test - Excavation,2025-02-17,2025-02-19,Anthony Martin,Chennai,Not Started,High,2025-02-26,TASK-000600
PROJ-00166,TASK-000602,TEMPLATE-007,Site Acceptance Test - Cable Laying,2025-02-17,2025-02-24,Austin Anderson,Mumbai,Not Started,Medium,2025-02-26,TASK-000601
PROJ-00166,TASK-000603,TEMPLATE-007,Site Acceptance Test - Testing,2025-02-17,2025-02-21,Frank Banks,Bangalore,Delayed,Low,2025-02-26,TASK-000602
PROJ-00166,TASK-000604,TEMPLATE-007,Site Acceptance Test - Handover,2025-02-17,2025-02-23,Andrea Cox,Mumbai,In Progress,Low,2025-02-26,TASK-000603
PROJ-00167,TASK-000605,TEMPLATE-008,Power Backup Setup - Survey,2024-12-31,2025-01-02,Chad Clarke,Chennai,Not Started,High,2025-01-05,TASK-000604
